,total_cup_points,species,owner,country_of_origin,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,volume
351,83.5,Arabica,carcafe ltda ci,Colombia,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,50,70.0,Almacafé,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,0.0,0,0.0,Bluish-Green,5,"February 20th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1799.0,1799.0,1799.0,3500
353,83.5,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,245,69.0,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016","CECA, S.A.",Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,0.0,0,0.0,Blue-Green,0,"June 6th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0,16905
354,83.5,Arabica,carcafe ltda ci,Colombia,carcafe ltda,1000,pitalito,Mecias Urbano / Yaniver Alvarez,250,70.0,Almacafé,2016,"April 7th, 2016",CARCAFE LTDA CI,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,0.0,0,0.0,Green,0,"April 7th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1000.0,1000.0,1000.0,17500
355,83.5,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,250,69.0,Asociacion Nacional Del Café,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,0.1,0,2.0,Bluish-Green,5,"March 16th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,17250
356,83.5,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,180,70.0,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,0.12,0,0.0,Green,4,"November 18th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,12600
359,83.5,Arabica,debesa agro industry plc,Ethiopia,debesa agro industry plc,1600 on average,oromia,Debesa,320,60.0,METAD Agricultural Development plc,2014,"March 31st, 2015",Debesa Agro Industry Plc,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,0.1,1,0.0,,18,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1600.0,1600.0,1600.0,19200
360,83.5,Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,275,2.0,Almacafé,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,0.0,1,0.0,,0,"March 11th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,1539.159574468085,550
361,83.5,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1850 msnm,huila,,275,70.0,Almacafé,2014,"January 22nd, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,0,"January 22nd, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1850.0,1850.0,1850.0,19250
363,83.5,Arabica,compañia colombiana agroindustrial s.a,Colombia,ecom cca sa,1650,cundinamarca,,250,70.0,Almacafé,2014,"August 11th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,0.0,2,0.0,,0,"August 11th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,17500
364,83.5,Arabica,,Honduras,cigrah,1350,comayagua,Reynerio Zepeda,275,1.0,Instituto Hondureño del Café,2014/2015,"April 8th, 2014",,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,0.1,0,0.0,Green,3,"April 8th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,275
365,83.5,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,250,70.0,Almacafé,2013,"April 26th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,0.0,1,0.0,Green,1,"April 26th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,17500
366,83.5,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,250,70.0,Almacafé,2013,"May 24th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,0.11,0,,Green,2,"May 24th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,17500
371,83.5,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,175,70.0,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,0,"February 8th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,12250
372,83.5,Arabica,felipe isaza,Guatemala,coffee resources inc.,4600 ft.,oriente,ConquistaMorito,250,2.0,Specialty Coffee Association,2012,"February 1st, 2012",Felipe Isaza,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,0.0,3,0.0,Green,12,"January 31st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1402.08,1402.08,1402.08,500
375,83.42,Arabica,carcafe ltda ci,Colombia,carcafe ltda,439,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,300,29.0,Almacafé,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,0.0,0,2.0,Green,1,"November 9th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,439.0,439.0,439.0,8700
376,83.42,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69.0,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,0.1,0,0.0,Green,3,"August 23rd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0,3450
377,83.42,Arabica,carcafe ltda ci,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29.0,Almacafé,2016,"May 10th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,2,"May 10th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,17400
378,83.42,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69.0,Specialty Coffee Association of Costa Rica,2016,"February 17th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,0.09,0,0.0,Blue-Green,4,"February 17th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0,18975
380,83.42,Arabica,bugisu cooperative union,Uganda,bugisu cooperative union,1800,eastern,Bulago & Buginyanya,20,1218.0,Uganda Coffee Development Authority,2015,"July 21st, 2016",Bugisu Cooperative Union,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,0.11,0,0.0,Green,1,"July 21st, 2017",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800.0,1800.0,1800.0,24360
382,83.42,Arabica,consejo salvadoreño del café,El Salvador,consejo salvadoreño del café,1330,apaneca,"Ibero El Salvador, S.A. de C.V.",275,69.0,Salvadoran Coffee Council,2016,"April 25th, 2016",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,0.11,0,0.0,,0,"April 25th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1330.0,1330.0,1330.0,18975
383,83.42,Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,70.0,Almacafé,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,0.12,4,0.0,Green,0,"April 28th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,19250
384,83.42,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,vale da grama,GABRIEL CARVALHO DIAS,300,60.0,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,0.12,0,0.0,Green,6,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,1281.25,18000
386,83.42,Arabica,compañia colombiana agroindustrial s.a,Colombia,ecom cca sa,1813,huila,,250,70.0,Almacafé,2014/2015,"October 15th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,0.12,0,0.0,Green,1,"October 15th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1813.0,1813.0,1813.0,17500
387,83.42,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2013,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,1,"August 21st, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,17250
388,83.42,Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",250,69.0,Asociacion Nacional Del Café,2014,"February 18th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,0.1,0,0.0,Green,2,"February 18th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,17250
389,83.42,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,0,"July 16th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,17250
391,83.42,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1450 msnm,cundinamarca,Exportadora de cafe condor,250,70.0,Almacafé,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,2,"June 26th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450.0,1450.0,1450.0,17500
392,83.42,Arabica,federacion nacional de cafeteros,Colombia,,,huila,,250,70.0,Almacafé,,"February 1st, 2011",Federación Nacional de Cafeteros,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,0.1,1,0.0,,3,"February 1st, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,1539.1595744680849,17500
396,83.33,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1650,huila,various,275,70.0,Almacafé,2016,"November 8th, 2016",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.0,0,1.0,,0,"November 8th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,19250
398,83.33,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,275,70.0,Almacafé,2016,"May 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,0.0,1,0.0,Green,2,"May 5th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,1539.1595744680847,19250
399,83.33,Arabica,ipanema coffees,Brazil,ipanema coffees,1227,south of minas,Ipanema Agrícola SA,10,2.0,Specialty Coffee Association,2015/2016,"October 12th, 2015",Ipanema Coffees,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,0.1,1,0.0,Green,5,"October 11th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1227.0,1227.0,1227.0,20
401,83.33,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1650 msnm,santander,varios,275,70.0,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,1,"April 7th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,19250
403,83.33,Arabica,j.andrade,Mexico,"café andrade, s.a. de c.v.",1100,veracruz,JOSÉ LUIS ANDRADE SANDARA,200,1.0,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,0.12,0,0.0,Green,0,"July 15th, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,200
409,83.33,Arabica,carcafe ltda ci,Colombia,carcafe ltda,1000 msnm,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,250,70.0,Almacafé,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,1,"April 26th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1000.0,1000.0,1000.0,17500
410,83.33,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250,69.0,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,3,"February 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,17250
413,83.33,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,condor,250,70.0,Almacafé,2012,"May 30th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.0,0,0.0,Green,1,"May 30th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,17500
417,83.25,Arabica,troy quimby,Costa Rica,bold coast coffee,1900,tarrazu,Manuel Montero,29,46.0,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,0,"January 30th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900.0,1900.0,1900.0,1334
418,83.25,Arabica,rodrigo soto,Costa Rica,panamerican coffee trading,,tarrazu,Coopellanobonito,275,69.0,Specialty Coffee Association of Costa Rica,2015,"September 20th, 2016",Rodrigo Soto,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,,0,"September 20th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,,,1643.6222222222223,18975
419,83.25,Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,2100,nuevo oriente,PABLO CHUY,275,0.0,Asociacion Nacional Del Café,2016,"August 12th, 2016",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,2.0,Green,7,"August 12th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,2100.0,2100.0,2100.0,0
420,83.25,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd,,"sipi, mt elgon",Kawacom Uganda LTD,150,9000.0,Uganda Coffee Development Authority,2015,"May 19th, 2016",Kawacom Uganda LTD,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,0.12,0,0.0,Green,1,"May 19th, 2017",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,,,1650.0,1350000
421,83.25,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,campos altos - cerrado,,300,60.0,Brazil Specialty Coffee Association,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,0.12,0,0.0,Green,4,"January 11th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,1200.0,18000
422,83.25,Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,304,35.0,Almacafé,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,0.0,Green,2,"November 26th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,10640
427,83.25,Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",26,69.0,Asociacion Nacional Del Café,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,0.1,0,0.0,Green,1,"March 7th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,1794
428,83.25,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,275,70.0,Almacafé,2013,"August 2nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,1,"August 2nd, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,19250
431,83.25,Arabica,ernesto rodriguez luna,Mexico,finca teocelo,,veracruz,ERNESTO RODRIGUEZ LUNA,10,1.0,AMECAFE,2012,"August 1st, 2012",ERNESTO RODRIGUEZ LUNA,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,0.13,0,0.0,Green,7,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,,,1195.741935483871,10
433,83.25,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,9,"July 9th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,250
434,83.25,Arabica,nucoffee,Brazil,nucoffee,1200m,grama valley,Eliane de Andrade Cyrino Noqueira,30,60.0,NUCOFFEE,2012,"February 23rd, 2012",NUCOFFEE,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,0.0,Blue-Green,1,"February 22nd, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1200.0,1200.0,1200.0,1800
435,83.25,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,175,huila,,250,70.0,Almacafé,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,Green,1,"February 21st, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,175.0,175.0,175.0,17500
436,83.25,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,la plata,La Plata,175,70.0,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,0,"February 8th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,12250
437,83.25,Arabica,exportadora de cafe condor s.a,Colombia,,1600-1800msnm,huila,,250,70.0,Almacafé,1T/2011,"June 14th, 2011",Exportadora de Cafe Condor S.A,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,0.08,0,0.0,,0,"June 13th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1800.0,1700.0,17500
438,83.25,Arabica,exportadora de cafe condor s.a,Colombia,,1880 msnm,cauca,,250,70.0,Almacafé,4t/2010,"February 22nd, 2011",Exportadora de Cafe Condor S.A,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,0.13,0,0.0,,1,"February 22nd, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1880.0,1880.0,1880.0,17500
