,total_cup_points,species,owner,country_of_origin,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,volume
222,84.17,Arabica,olam agro colombia,Colombia,olam international ltd,1530,huila,,250,1.0,Almacafé,2014/2015,"October 15th, 2014",Olam Agro Colombia,Other,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,0.12,0,0.0,Green,4,"October 15th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1530.0,1530.0,1530.0,250
223,84.17,Arabica,chris finch,Guatemala,volcafe specialty coffee,,,,275,2.265,Specialty Coffee Association,2013,"July 16th, 2014",Chris Finch,,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,0.11,0,0.0,Bluish-Green,0,"July 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,622
224,84.17,Arabica,itochu corporation,Kenya,taylor winch (coffee) ltd,approx. 1'500 metres a.s.l.,kenya,,300,18000.0,Kenya Coffee Traders Association,2013,"November 7th, 2013",ITOCHU Corporation,SL28,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,0.08,0,0.0,Green,0,"November 7th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1.0,500.0,250.5,5400000
225,84.17,Arabica,owen carver,Brazil,café do paraíso,894m - 1183m,"minas gerais, br",Café do Paraíso,1,2.0,Specialty Coffee Association,2012,"May 20th, 2013",Owen Carver,Mundo Novo,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,3,"May 20th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,894.0,1183.0,1038.5,2
226,84.17,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69.0,Asociacion Nacional Del Café,2013,"May 9th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,4,"May 9th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,17250
227,84.17,Arabica,atlantic specialty coffee,El Salvador,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,275,2.0,Specialty Coffee Association,2013,"March 18th, 2013",Atlantic Specialty Coffee,Bourbon,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,0.11,0,0.0,Bluish-Green,2,"March 18th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500.0,1500.0,1500.0,550
228,84.17,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,250,70.0,Almacafé,2012,"October 19th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,0.0,0,0.0,Green,2,"October 19th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,17500
229,84.17,Arabica,juan luis alvarado romero,Guatemala,unicafe,,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1.0,Asociacion Nacional Del Café,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Catuai,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,0.11,0,0.0,Bluish-Green,2,"March 26th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,,275
230,84.17,Arabica,afca,Uganda,great lakes coffee,1500-1700m,mt. rwenzori,,320,60.0,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,1,"February 12th, 2013",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500.0,1700.0,1600.0,19200
231,84.13,Arabica,pt.royal pacific indah international,Indonesia,pt. royal pacific indah international,,aceh tengah,ANTON GAYO,2,2.0,Specialty Coffee Association of Indonesia,2017,"May 24th, 2017",PT.ROYAL PACIFIC INDAH INTERNATIONAL,Mandheling,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,0.12,0,0.0,Bluish-Green,0,"May 24th, 2018",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,,,,4
232,84.08,Arabica,carcafe ltda ci,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,275,70.0,Almacafé,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Caturra,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,0.0,1,3.0,Green,3,"November 9th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,19250
233,84.08,Arabica,"lin, che-hao krude 林哲豪",Taiwan,taiwan coffee laboratory,968,"nanxi dist., tainan city 臺南市楠西區",CHANG YU LIANG 張玉良,10,20.0,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,0.1,0,0.0,Bluish-Green,4,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,968.0,968.0,968.0,200
234,84.08,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,oriente,MARGARITA AVILA DE NUYENS,50,69.0,Asociacion Nacional Del Café,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,0.1,0,0.0,Green,4,"April 27th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,,3450
235,84.08,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,200,70.0,Almacafé,2014,"November 5th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,0.0,0,0.0,,2,"November 5th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,14000
236,84.08,Arabica,lusso lab,Guatemala,lusso coffee lab,1550,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,1,2.0,Specialty Coffee Association,2014,"June 16th, 2014",LUSSO LAB,Bourbon,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,0.1,0,0.0,Bluish-Green,10,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550.0,1550.0,1550.0,2
237,84.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,14,45.300000000000004,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,0.11,1,0.0,Green,9,"January 24th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,634
238,84.08,Arabica,andres martinez leon,Mexico,,1480,santo domingo cacalotepec,ANDRES MARTINEZ LEON,300,1.0,AMECAFE,2012,"September 4th, 2012",ANDRES MARTINEZ LEON,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,0.11,1,0.0,Green,10,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1480.0,1480.0,1480.0,300
239,84.08,Arabica,steven kil,Ethiopia,the specialty coffee appraisers institute of asia,1800m,"ethiopia, sidamo",,100,60.0,Specialty Coffee Association,2012,"August 17th, 2012",Steven Kil,Other,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,0.09,0,0.0,,15,"August 17th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1800.0,1800.0,1800.0,6000
240,84.0,Arabica,amanda powers,Costa Rica,thrive farmers,,,,275,67.95,Specialty Coffee Association,2017,"January 11th, 2018",Amanda Powers,,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,0.08,1,2.0,None,13,"January 11th, 2019",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,18686
241,84.0,Arabica,kyagalanyi coffee ltd,Ethiopia,kyagalanyi coffee ltd,1800,sidamo,Kerchanshe Trading P.L.C,320,60.0,Uganda Coffee Development Authority,2017,"June 5th, 2017",Kyagalanyi Coffee Ltd,Gesha,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,0.11,3,11.0,Green,1,"June 5th, 2018",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800.0,1800.0,1800.0,19200
242,84.0,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,66.0,Instituto Hondureño del Café,2017,"May 11th, 2017",Bismarck Castro,Caturra,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,0.1,0,0.0,Green,5,"May 11th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500.0,1500.0,1500.0,18150
243,84.0,Arabica,juan luis alvarado romero,Guatemala,exportcafe,5440 - 5760 metros,huehuetenango,OTONIEL VILLATORO LOPEZ,275,69.0,Asociacion Nacional Del Café,2015,"June 10th, 2015",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,0.12,0,0.0,Green,7,"June 9th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1658.112,1755.648,1706.88,18975
244,84.0,Arabica,olam agro colombia,Colombia,olam international ltd,1600,huila,,250,1.0,Almacafé,2014/2015,"December 18th, 2014",Olam Agro Colombia,Other,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,0.11,2,0.0,Green,7,"December 18th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1600.0,1600.0,250
245,84.0,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2014,"August 8th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,1,"August 8th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,17250
246,84.0,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2014,"June 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,0.1,0,0.0,Green,0,"June 27th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,17250
247,84.0,Arabica,olam agro colombia,Colombia,olam international ltd,1480,huila,,250,1.0,Almacafé,2014,"May 27th, 2014",Olam Agro Colombia,,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,0.12,0,0.0,Green,0,"May 27th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1480.0,1480.0,1480.0,250
248,84.0,Arabica,compañia colombiana agroindustrial s.a,Colombia,ecom cca sa,1450,santander,,250,70.0,Almacafé,2014,"May 27th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,0.12,0,0.0,Green,0,"May 27th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450.0,1450.0,1450.0,17500
249,84.0,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,138,70.0,Almacafé,2014,"April 8th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,0.12,0,0.0,Green,3,"April 8th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,9660
250,84.0,Arabica,lusso lab,Ethiopia,lusso coffee lab,1550 m,sidamo,,50,60.0,Specialty Coffee Association,2013,"January 17th, 2014",LUSSO LAB,Other,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,0.09,4,0.0,Green,40,"January 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1550.0,1550.0,1550.0,3000
251,84.0,Arabica,ipanema coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Coffees,320,60.0,Specialty Coffee Association,2013/2014,"January 2nd, 2014",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,0.1,0,0.0,Green,0,"January 2nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1260.0,1260.0,1260.0,19200
252,84.0,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1700 msnm,cauca,,270,70.0,Almacafé,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,0.0,Green,1,"June 21st, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1700.0,1700.0,1700.0,18900
253,84.0,Arabica,ibero kenya limited,Kenya,ibero kenya limited,above 1200 m,blend,Blend of various producers,300,60.0,Kenya Coffee Traders Association,2012,"March 8th, 2013",Ibero Kenya Limited,SL34,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,0.0,0,0.0,Green,2,"March 8th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1200.0,1200.0,1200.0,18000
254,84.0,Arabica,doi tung development project,Thailand,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1.0,Specialty Coffee Association,2012,"June 21st, 2012",Doi Tung Development Project,Other,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,0.12,0,0.0,Green,0,"June 21st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,2
255,84.0,Arabica,taylor winch (coffee) ltd.,Kenya,taylor winch (coffee) ltd,1650,central kenya,-,150,9000.0,Kenya Coffee Traders Association,2012,"May 31st, 2012",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,0.0,0,0.0,Bluish-Green,0,"May 31st, 2013",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1650.0,1650.0,1650.0,1350000
